4.13148, 7.66815, 8.05271, 3.66119, 1.69143, 3.50578, 6.94924, 7.87432, 2.50225, 1.388, 
4.41745, 8.34289, 7.83006, 2.55418, 1.52033, 3.76688, 7.50465, 7.6017, 1.55717, 1.37588, 
4.75684, 9.00517, 7.29529, 1.39286, 1.50032, 4.07348, 8.06037, 7.08553, 0.598245, 1.46039, 
5.10499, 9.52959, 6.5469, 0.431357, 1.58113, 4.38528, 8.51042, 6.42195, -0.185953, 1.58505, 
5.51249, 9.97398, 5.51717, -0.416777, 1.71037, 4.75209, 8.90527, 5.54438, -0.883219, 1.72223, 
5.91683, 10.2655, 4.38917, -1.01151, 1.82248, 5.1213, 9.18229, 4.59948, -1.38791, 1.82106, 
6.35178, 10.4327, 3.08244, -1.42142, 1.89751, 5.52544, 9.37058, 3.50778, -1.76167, 1.87219, 
6.8157, 10.4438, 1.58122, -1.61937, 1.91287, 5.96483, 9.44865, 2.24273, -1.98658, 1.85529, 
7.21066, 10.2939, 0.198304, -1.58513, 1.87239, 6.34693, 9.3989, 1.05632, -2.02948, 1.77716, 
7.53224, 10.0265, -1.01971, -1.39281, 1.80976, 6.66614, 9.25073, -0.0132888, -1.93982, 1.66729, 
7.81587, 9.63203, -2.18223, -1.06298, 1.74775, 6.95815, 8.99838, -1.06318, -1.73282, 1.53709, 
8.06579, 9.09254, -3.28961, -0.602379, 1.71752, 7.23034, 8.62156, -2.09803, -1.4047, 1.40608, 
8.29037, 8.35855, -4.35014, -0.00564898, 1.76626, 7.4964, 8.06928, -3.1316, -0.936525, 1.30344, 
8.47897, 7.451, -5.25634, 0.648558, 1.94773, 7.74476, 7.33609, -4.05984, -0.37186, 1.28337, 
8.63366, 6.41488, -5.95166, 1.25499, 2.28264, 7.96824, 6.44131, -4.81162, 0.211095, 1.38437, 
8.76253, 5.26323, -6.44628, 1.73695, 2.76307, 8.16285, 5.38649, -5.3771, 0.745658, 1.61934, 
8.86385, 4.00771, -6.757, 2.03131, 3.35261, 8.31389, 4.18038, -5.75561, 1.16734, 1.97727, 
8.92596, 2.66331, -6.89782, 2.09596, 3.99171, 8.39979, 2.84402, -5.95058, 1.42368, 2.42393, 
8.93161, 1.25401, -6.87365, 1.9153, 4.60762, 8.39975, 1.41466, -5.96559, 1.48333, 2.90761, 
8.86485, -0.183229, -6.67868, 1.50386, 5.1276, 8.30198, -0.054096, -5.80259, 1.34271, 3.36927, 
8.74938, -1.35255, -6.38085, 1.02311, 5.44202, 8.14932, -1.24732, -5.5357, 1.09441, 3.69446, 
8.57997, -2.47482, -5.95098, 0.455869, 5.63309, 7.94035, -2.38586, -5.15088, 0.756457, 3.94648, 
8.33972, -3.61039, -5.32521, -0.206024, 5.69808, 7.66261, -3.52889, -4.60018, 0.328757, 4.12659, 
8.05381, -4.6127, -4.5422, -0.843488, 5.63072, 7.35181, -4.53078, -3.92558, -0.105503, 4.21019, 
7.73562, -5.45362, -3.62046, -1.39032, 5.46748, 7.02404, -5.36965, -3.14622, -0.492076, 4.21546, 
7.39691, -6.11778, -2.59208, -1.79184, 5.25452, 6.68975, -6.03725, -2.2888, -0.784632, 4.17017, 
7.00438, -6.64797, -1.37125, -2.02279, 5.01427, 6.31362, -6.58508, -1.28004, -0.958964, 4.09733, 
6.60105, -6.96912, -0.139036, -2.00127, 4.81982, 5.9313, -6.94299, -0.265799, -0.947691, 4.0365, 
6.18558, -7.10796, 1.03739, -1.72869, 4.69958, 5.53353, -7.1384, 0.70294, -0.744969, 4.01218, 
5.75228, -7.09879, 2.09978, -1.22699, 4.65794, 5.10736, -7.20265, 1.57986, -0.362002, 4.03365, 
5.27702, -6.97269, 3.03167, -0.505561, 4.6807, 4.62202, -7.16433, 2.34964, 0.198089, 4.09904, 
4.72716, -6.74943, 3.80804, 0.440588, 4.74281, 4.03666, -7.0398, 2.98553, 0.9426, 4.19943, 
4.12725, -6.47482, 4.33945, 1.50122, 4.79724, 3.37434, -6.859, 3.40415, 1.78575, 4.3048, 
3.47442, -6.18018, 4.62848, 2.60975, 4.79795, 2.6365, -6.64401, 3.59792, 2.6724, 4.38831, 
2.73685, -5.87206, 4.68871, 3.75658, 4.70091, 1.79771, -6.39612, 3.56631, 3.59065, 4.42962, 
1.92842, -5.56626, 4.51804, 4.86349, 4.46787, 0.893369, -6.12189, 3.30183, 4.47124, 4.40857, 
1.09976, -5.27731, 4.14835, 5.83114, 4.09607, 0.00741854, -5.83208, 2.83973, 5.22739, 4.32173, 
0.278162, -4.99888, 3.62232, 6.62534, 3.60587, -0.802843, -5.52554, 2.22999, 5.82585, 4.18038, 
-0.509747, -4.71903, 2.98413, 7.23319, 3.03774, -1.48769, -5.20134, 1.52861, 6.25264, 4.003, 
-1.24199, -4.4232, 2.27807, 7.66129, 2.44358, -2.01511, -4.86021, 0.791372, 6.51158, 3.80974, 
-1.90318, -4.09698, 1.54724, 7.93125, 1.876, -2.37553, -4.50442, 0.0679545, 6.62017, 3.61781, 
-2.48455, -3.72857, 0.832442, 8.07375, 1.37871, -2.58029, -4.13718, -0.602307, 6.60437, 3.43909, 
-2.98266, -3.31068, 0.170866, 8.12263, 0.980394, -2.6556, -3.76206, -1.19225, 6.49356, 3.27973, 
-3.39782, -2.84177, -0.405066, 8.11026, 0.692817, -2.63472, -3.38261, -1.68648, 6.3167, 3.1413, 
-3.7327, -2.3264, -0.868783, 8.06453, 0.512482, -2.55094, -3.00228, -2.07951, 6.0999, 3.02238, 
-3.99148, -1.77476, -1.20038, 8.00743, 0.4242, -2.43276, -2.62436, -2.37312, 5.86511, 2.92008, 
-4.16099, -1.26862, -1.37313, 7.96014, 0.404701, -2.3168, -2.29477, -2.55498, 5.65667, 2.84084, 
-4.27918, -0.757652, -1.42855, 7.92305, 0.421055, -2.20017, -1.97144, -2.67033, 5.45706, 2.7698, 
-4.35057, -0.254637, -1.36693, 7.89946, 0.4542, -2.08785, -1.65626, -2.72589, 5.27302, 2.70497, 
-4.37997, 0.227856, -1.19255, 7.88953, 0.485591, -1.98094, -1.35113, -2.72837, 5.1092, 2.64456, 
-4.37148, 0.69501, -0.9005, 7.89089, 0.498055, -1.87336, -1.04694, -2.68159, 4.96349, 2.58478, 
-4.32667, 1.13216, -0.490425, 7.89894, 0.471792, -1.7599, -0.747228, -2.58668, 4.84008, 2.5241, 
-4.24685, 1.52964, 0.040733, 7.90513, 0.385126, -1.62986, -0.452519, -2.44297, 4.74103, 2.45976, 
-4.13016, 1.88143, 0.709536, 7.8945, 0.209086, -1.46358, -0.159503, -2.2437, 4.6677, 2.38677, 
-3.98428, 2.15495, 1.47628, 7.8444, -0.0709617, -1.24792, 0.112379, -1.99718, 4.62634, 2.30451, 
-3.8226, 2.33404, 2.27716, 7.73283, -0.442735, -0.976708, 0.348724, -1.72106, 4.61652, 2.21331, 
-3.6524, 2.42524, 3.07836, 7.5394, -0.887704, -0.642556, 0.553747, -1.4242, 4.63327, 2.11053, 
-3.4792, 2.43836, 3.84969, 7.24815, -1.37747, -0.246285, 0.737326, -1.11432, 4.67162, 1.99382, 
-3.30669, 2.3852, 4.56617, 6.85033, -1.87783, 0.201407, 0.914609, -0.797325, 4.72684, 1.86121, 
-3.12802, 2.27158, 5.24015, 6.31758, -2.37748, 0.705008, 1.11439, -0.460466, 4.79801, 1.70277, 
-2.94059, 2.10129, 5.85449, 5.63396, -2.84215, 1.24216, 1.3656, -0.0995495, 4.88218, 1.51082, 
-2.73917, 1.87942, 6.39022, 4.794, -3.23236, 1.7706, 1.70175, 0.291654, 4.97293, 1.27609, 
-2.5329, 1.63653, 6.79909, 3.89147, -3.49109, 2.19506, 2.11417, 0.686867, 5.05038, 1.01293, 
-2.31415, 1.39004, 7.0954, 2.97373, -3.61771, 2.4784, 2.5954, 1.09014, 5.09765, 0.723745, 
-2.07483, 1.15628, 7.29896, 2.08364, -3.62081, 2.60491, 3.12463, 1.50715, 5.09474, 0.413582, 
-1.7675, 0.924862, 7.44582, 1.14322, -3.48733, 2.56669, 3.7525, 2.00837, 5.00153, 0.0437464, 
-1.42036, 0.753806, 7.52963, 0.318388, -3.22201, 2.37248, 4.36383, 2.53952, 4.77994, -0.325558, 
-1.03884, 0.664632, 7.57369, -0.371569, -2.8377, 2.08447, 4.92418, 3.09244, 4.39962, -0.671078, 
-0.640062, 0.674463, 7.59194, -0.920355, -2.34849, 1.77536, 5.41338, 3.63988, 3.84084, -0.963618, 
-0.25108, 0.791806, 7.58846, -1.33173, -1.77366, 1.51665, 5.82784, 4.13412, 3.10347, -1.16972, 
0.0982776, 1.01272, 7.55943, -1.61683, -1.13952, 1.36862, 6.17902, 4.51233, 2.21487, -1.25645, 
0.345256, 1.26626, 7.50983, -1.77039, -0.58432, 1.36153, 6.44019, 4.69069, 1.39266, -1.2189, 
0.547443, 1.56624, 7.43281, -1.85732, -0.030042, 1.47731, 6.68388, 4.70211, 0.551609, -1.07551, 
0.691646, 1.8461, 7.34392, -1.88774, 0.42576, 1.67621, 6.88301, 4.55799, -0.136481, -0.877157, 
0.823499, 2.14078, 7.23268, -1.88638, 0.856872, 1.96605, 7.0743, 4.25892, -0.763337, -0.623801, 
0.957986, 2.44544, 7.09851, -1.86119, 1.25521, 2.34183, 7.24999, 3.79917, -1.29606, -0.338126, 
1.10884, 2.758, 6.94027, -1.82033, 1.61503, 2.79545, 7.39435, 3.1815, -1.70594, -0.0482469, 
1.29324, 3.0923, 6.7471, -1.7698, 1.94554, 3.3397, 7.48569, 2.38339, -1.97786, 0.227255, 
1.5074, 3.43588, 6.52114, -1.71988, 2.22866, 3.94113, 7.48207, 1.45706, -2.07363, 0.449036, 
1.75943, 3.80855, 6.24133, -1.67637, 2.47578, 4.6164, 7.33205, 0.390595, -1.97671, 0.610822, 
1.96632, 4.10413, 5.99032, -1.65343, 2.63169, 5.1532, 7.08432, -0.457657, -1.76713, 0.689792, 
2.18583, 4.41524, 5.69371, -1.64195, 2.76115, 5.70774, 6.68523, -1.31642, -1.44072, 0.744495, 
2.40592, 4.72581, 5.35758, -1.6436, 2.85749, 6.2421, 6.13232, -2.10911, -1.03118, 0.79385, 
2.63622, 5.04335, 4.96061, -1.65782, 2.92288, 6.76183, 5.39118, -2.826, -0.55583, 0.866994, 
2.88525, 5.36311, 4.4838, -1.68242, 2.95274, 7.25295, 4.4369, -3.42593, -0.0543587, 0.995319, 
3.14511, 5.6503, 3.94949, -1.70881, 2.94179, 7.66376, 3.34899, -3.83115, 0.380431, 1.18987, 
3.42406, 5.88886, 3.35822, -1.72592, 2.89137, 7.98355, 2.17931, -4.02893, 0.697661, 1.44712, 
3.72989, 6.06136, 2.71389, -1.72056, 2.80491, 8.2085, 0.988565, -4.01743, 0.870086, 1.7476, 
4.06827, 6.14998, 2.02474, -1.67882, 2.68898, 8.3418, -0.160405, -3.80249, 0.900218, 2.0633, 
4.44091, 6.13731, 1.30432, -1.58818, 2.55399, 8.39266, -1.20908, -3.39667, 0.819539, 2.36695, 
4.8437, 6.00737, 0.571959, -1.44018, 2.41443, 8.37439, -2.1089, -2.82076, 0.681168, 2.64006, 
5.26567, 5.7468, -0.147449, -1.23324, 2.28803, 8.30175, -2.82564, -2.10586, 0.548016, 2.87723, 
5.68938, 5.34636, -0.824676, -0.974978, 2.19392, 8.18849, -3.34197, -1.29379, 0.47969, 3.08575, 
6.09244, 4.80284, -1.4285, -0.683088, 2.14951, 8.04549, -3.65798, -0.434102, 0.521748, 3.28155, 
6.44917, 4.12086, -1.92869, -0.383856, 2.16667, 7.88012, -3.78923, 0.421879, 0.69997, 3.48325, 
6.7316, 3.31457, -2.29895, -0.107866, 2.24848, 7.69705, -3.76291, 1.22802, 1.02028, 3.70696, 
6.90976, 2.40886, -2.51934, 0.116535, 2.38779, 7.50008, -3.61265, 1.94914, 1.47298, 3.96276, 
6.94648, 1.31918, -2.57426, 0.284117, 2.59278, 7.26854, -3.33939, 2.63125, 2.11452, 4.29043, 
6.76796, 0.216182, -2.42612, 0.359904, 2.82183, 7.0354, -2.99767, 3.17004, 2.86538, 4.65072, 
6.47308, -0.566101, -2.19675, 0.369784, 2.99247, 6.86811, -2.72044, 3.48147, 3.47408, 4.9245, 
5.99841, -1.3177, -1.86593, 0.358109, 3.1651, 6.7023, -2.41923, 3.73709, 4.14827, 5.19876, 
5.35393, -1.95724, -1.47486, 0.347085, 3.3278, 6.5511, -2.1185, 3.92839, 4.84023, 5.43113, 
4.51017, -2.47489, -1.04265, 0.359848, 3.48992, 6.40976, -1.81162, 4.07315, 5.56775, 5.5935, 
3.52597, -2.8164, -0.6319, 0.414012, 3.64927, 6.28435, -1.51853, 4.17507, 6.28152, 5.63173, 
2.39112, -2.98021, -0.262726, 0.522549, 3.82206, 6.16505, -1.22804, 4.2509, 7.00177, 5.49142, 
1.35727, -2.96585, -0.00983205, 0.660422, 3.9863, 6.0651, -0.987151, 4.30206, 7.60013, 5.17482, 
0.384029, -2.82497, 0.165249, 0.826262, 4.16224, 5.96781, -0.767563, 4.34564, 8.13396, 4.66248, 
-0.337055, -2.63567, 0.260818, 0.979471, 4.3208, 5.88511, -0.600064, 4.38126, 8.52141, 4.08135, 
-0.929193, -2.40946, 0.321663, 1.13922, 4.48937, 5.79948, -0.448801, 4.41894, 8.84286, 3.37674, 
-1.36386, -2.17232, 0.361087, 1.30178, 4.66781, 5.70904, -0.3138, 4.46062, 9.09108, 2.57147, 
-1.64167, -1.92012, 0.394516, 1.48538, 4.87928, 5.59949, -0.181277, 4.51354, 9.27609, 1.58557, 
-1.68761, -1.70179, 0.428453, 1.66962, 5.10115, 5.47902, -0.0683139, 4.57336, 9.3583, 0.563144, 
-1.50821, -1.52204, 0.47075, 1.85553, 5.33166, 5.34489, 0.0260548, 4.63968, 9.33811, -0.441852, 
-1.12514, -1.37029, 0.5259, 2.04499, 5.56866, 5.19416, 0.103086, 4.71144, 9.22031, -1.37895, 
-0.572799, -1.22429, 0.596616, 2.2403, 5.80964, 5.02361, 0.164337, 4.78725, 9.01372, -2.20643, 
0.132997, -1.04882, 0.688343, 2.45188, 6.06102, 4.82177, 0.213299, 4.86868, 8.71824, -2.9187, 
0.918879, -0.819546, 0.799001, 2.67459, 6.3096, 4.59081, 0.249911, 4.95134, 8.35636, -3.46481, 
1.72939, -0.514186, 0.926395, 2.90982, 6.55066, 4.32677, 0.277364, 5.03403, 7.94545, -3.84417, 
2.51451, -0.121709, 1.06535, 3.15739, 6.77869, 4.02622, 0.299487, 5.11602, 7.50246, -4.0693, 
3.27178, 0.386288, 1.21633, 3.42971, 6.99832, 3.66661, 0.321977, 5.20151, 7.01675, -4.16344, 
3.92406, 0.978039, 1.36245, 3.70832, 7.18826, 3.26282, 0.349256, 5.28618, 6.52693, -4.14028, 
4.48649, 1.68026, 1.50475, 4.00529, 7.34889, 2.7847, 0.390429, 5.3767, 6.01084, -4.02114, 
4.95505, 2.53644, 1.64481, 4.33227, 7.4662, 2.18734, 0.461106, 5.48236, 5.43954, -3.80832, 
5.29087, 3.59028, 1.78604, 4.69072, 7.49476, 1.41935, 0.589366, 5.6174, 4.78308, -3.49867, 
5.4164, 4.61773, 1.91611, 4.99261, 7.38274, 0.638877, 0.76731, 5.76729, 4.15851, -3.17823, 
5.37884, 5.58865, 2.06271, 5.2241, 7.12031, -0.107659, 0.985125, 5.93854, 3.5545, -2.8762, 
5.21988, 6.49202, 2.25221, 5.37194, 6.70777, -0.77641, 1.22023, 6.13443, 2.95811, -2.60469, 
4.97278, 7.32854, 2.50264, 5.41872, 6.15694, -1.33218, 1.44176, 6.35202, 2.36033, -2.36279, 
4.62705, 8.18579, 2.85685, 5.32179, 5.41349, -1.78898, 1.63383, 6.60668, 1.69382, -2.11539, 
4.23891, 8.97057, 3.26868, 5.02678, 4.58781, -2.06209, 1.73916, 6.85366, 1.03982, -1.86746, 
3.93819, 9.51742, 3.5859, 4.64519, 3.95515, -2.14765, 1.75556, 7.02235, 0.56882, -1.6623, 
3.63224, 10.056, 3.8825, 4.06921, 3.32237, -2.13076, 1.72014, 7.17698, 0.105595, -1.41183, 
3.40375, 10.4755, 4.05221, 3.44015, 2.85991, -2.03573, 1.65927, 7.28489, -0.242862, -1.16456, 
3.2312, 10.8442, 4.09111, 2.72432, 2.51499, -1.88009, 1.58831, 7.3682, -0.528345, -0.890593, 
3.13228, 11.159, 3.95806, 1.97219, 2.30591, -1.67691, 1.52468, 7.42952, -0.744586, -0.594562, 
3.11689, 11.3848, 3.68219, 1.34298, 2.23376, -1.47086, 1.48724, 7.46741, -0.874644, -0.327079, 
3.17259, 11.5642, 3.249, 0.780524, 2.24793, -1.24089, 1.4738, 7.49348, -0.954337, -0.055289, 
3.30158, 11.6912, 2.6635, 0.327648, 2.32528, -0.989729, 1.48919, 7.50927, -0.988262, 0.21435, 
3.47754, 11.7529, 2.02671, 0.0451895, 2.42559, -0.750149, 1.5293, 7.51541, -0.985065, 0.448299, 
3.70765, 11.757, 1.30301, -0.103566, 2.53709, -0.499314, 1.59477, 7.51425, -0.955854, 0.672434, 
3.98688, 11.6926, 0.518843, -0.108588, 2.64776, -0.241988, 1.68507, 7.50565, -0.906378, 0.884296, 
4.3203, 11.5414, -0.323173, 0.0385449, 2.75731, 0.0245588, 1.80315, 7.48849, -0.840094, 1.08897, 
4.69054, 11.2914, -1.16153, 0.331135, 2.8679, 0.284384, 1.94418, 7.4623, -0.76458, 1.27849, 
5.08793, 10.9313, -1.96218, 0.748439, 2.99463, 0.530643, 2.10519, 7.42643, -0.685508, 1.45331, 
5.5234, 10.4256, -2.73122, 1.28635, 3.16782, 0.768464, 2.2916, 7.3777, -0.603901, 1.6224, 
6.00397, 9.72271, -3.45713, 1.93209, 3.43077, 0.997087, 2.50781, 7.31129, -0.521789, 1.79152, 
6.51705, 8.77977, -4.10006, 2.62524, 3.83071, 1.20537, 2.74852, 7.22311, -0.444283, 1.96092, 
7.00044, 7.66448, -4.59162, 3.21699, 4.35647, 1.36986, 2.98202, 7.11923, -0.380553, 2.11803, 
7.43546, 6.39821, -4.94693, 3.62357, 4.98998, 1.49623, 3.19573, 7.00151, -0.329064, 2.26543, 
7.80488, 5.00856, -5.18232, 3.78088, 5.69055, 1.60213, 3.37979, 6.87215, -0.285909, 2.40519, 
8.09321, 3.529, -5.30319, 3.65076, 6.40289, 1.72109, 3.52805, 6.73232, -0.245733, 2.539, 
8.28728, 2.00026, -5.29586, 3.22618, 7.06623, 1.90195, 3.63697, 6.58029, -0.202501, 2.66842, 
8.37972, 0.329602, -5.10018, 2.46088, 7.66829, 2.23764, 3.70624, 6.39266, -0.144004, 2.80703, 
8.36258, -0.859184, -4.79436, 1.74822, 7.99514, 2.61522, 3.71829, 6.23213, -0.0878683, 2.90885, 
8.26263, -2.03832, -4.28804, 0.928714, 8.21353, 3.15579, 3.68682, 6.03291, -0.0104268, 3.0182, 
8.11137, -2.94029, -3.69748, 0.251188, 8.29135, 3.7251, 3.61745, 5.83565, 0.0744763, 3.11336, 
7.90265, -3.7161, -2.96915, -0.334517, 8.27858, 4.37066, 3.50436, 5.61343, 0.180286, 3.21082, 
7.64091, -4.34756, -2.12659, -0.768099, 8.19581, 5.05928, 3.34475, 5.3698, 0.310191, 3.3115, 
7.33159, -4.82559, -1.20851, -1.00319, 8.07167, 5.7505, 3.13748, 5.1126, 0.466663, 3.41617, 
6.98071, -5.15156, -0.263918, -1.01331, 7.93837, 6.40227, 2.88269, 4.85349, 0.651313, 3.52533, 
6.5942, -5.3367, 0.655039, -0.793614, 7.82658, 6.97532, 2.58136, 4.60677, 0.864992, 3.63894, 
6.17748, -5.40005, 1.5004, -0.358357, 7.7612, 7.43543, 2.23535, 4.3877, 1.10812, 3.75613, 
5.71745, -5.36245, 2.25964, 0.291669, 7.76009, 7.76259, 1.83231, 4.2048, 1.39229, 3.87947, 
5.23341, -5.24733, 2.8696, 1.10326, 7.83504, 7.90833, 1.39166, 4.07992, 1.70968, 4.00046, 
4.72787, -5.08111, 3.316, 2.03261, 7.98375, 7.84757, 0.924858, 4.01997, 2.06198, 4.11295, 
4.13574, -4.86043, 3.62028, 3.16457, 8.22307, 7.50523, 0.390127, 4.02847, 2.50241, 4.21862, 
3.52154, -4.62612, 3.72543, 4.33094, 8.50556, 6.85133, -0.1224, 4.10183, 2.99062, 4.287, 
2.88786, -4.39106, 3.65127, 5.4795, 8.78194, 5.87693, -0.573395, 4.21052, 3.52471, 4.29988, 
2.24205, -4.16003, 3.42254, 6.55956, 8.98898, 4.5991, -0.919047, 4.31656, 4.09377, 4.23816, 
1.59741, -3.93163, 3.0678, 7.52483, 9.05741, 3.07042, -1.11878, 4.38442, 4.67633, 4.08546, 
1.05397, -3.73175, 2.68194, 8.24004, 8.95544, 1.60877, -1.15197, 4.39681, 5.1699, 3.87105, 
0.5436, -3.52697, 2.24717, 8.82218, 8.67336, 0.104446, -1.0504, 4.36936, 5.62912, 3.57923, 
0.166699, -3.35567, 1.87417, 9.19135, 8.30474, -1.08909, -0.878517, 4.33124, 5.96328, 3.28791, 
-0.166095, -3.17945, 1.49587, 9.46936, 7.81545, -2.21245, -0.644804, 4.29628, 6.25496, 2.95161, 
-0.476088, -2.97657, 1.07824, 9.68063, 7.13792, -3.34788, -0.339796, 4.28234, 6.52676, 2.52571, 
-0.732658, -2.74345, 0.630933, 9.80849, 6.24029, -4.43245, 0.00759336, 4.32236, 6.76083, 1.99039, 
-0.890262, -2.47658, 0.168095, 9.84252, 5.09223, -5.39159, 0.330661, 4.45446, 6.93522, 1.31798, 
-0.89261, -2.21885, -0.224656, 9.79642, 3.88789, -6.0442, 0.494447, 4.65855, 7.01409, 0.606274, 
-0.774887, -2.01228, -0.49667, 9.72407, 2.87079, -6.37451, 0.473231, 4.84856, 7.01486, -0.00465875, 
-0.554696, -1.81644, -0.713532, 9.64137, 1.88342, -6.52087, 0.299928, 5.01167, 6.96696, -0.602588, 
-0.243853, -1.62887, -0.876796, 9.56225, 0.947975, -6.49733, -0.00964881, 5.10887, 6.88544, -1.16422, 
0.141957, -1.44469, -0.988954, 9.49582, 0.0826308, -6.31378, -0.422944, 5.11111, 6.78794, -1.66648, 
0.584579, -1.25756, -1.05273, 9.44693, -0.696867, -5.97771, -0.896204, 5.00438, 6.69191, -2.08902, 
1.06484, -1.06112, -1.07074, 9.41692, -1.37629, -5.4975, -1.38092, 4.79134, 6.61155, -2.41593, 
1.56379, -0.850221, -1.04551, 9.40426, -1.94282, -4.88589, -1.83031, 4.48964, 6.55574, -2.63656, 
2.09793, -0.605367, -0.973535, 9.40573, -2.41171, -4.10844, -2.22759, 4.10107, 6.52655, -2.749, 
2.63643, -0.327757, -0.852115, 9.41717, -2.74105, -3.19422, -2.51575, 3.66511, 6.52736, -2.73009, 
3.15522, -0.0192335, -0.680108, 9.43115, -2.90512, -2.18191, -2.65853, 3.22615, 6.5554, -2.56934, 
3.61345, 0.300428, -0.467547, 9.43838, -2.8921, -1.16754, -2.64287, 2.84216, 6.60297, -2.27989, 
3.9994, 0.620632, -0.220735, 9.43155, -2.71896, -0.206944, -2.48943, 2.53648, 6.66323, -1.88261, 
4.30669, 0.930436, 0.0539704, 9.40594, -2.4123, 0.654236, -2.22982, 2.31661, 6.73185, -1.40144, 
4.53352, 1.22023, 0.350592, 9.35981, -2.00556, 1.38506, -1.89935, 2.17816, 6.80687, -0.860931, 
4.68149, 1.48287, 0.663904, 9.29418, -1.53539, 1.97055, -1.53113, 2.1102, 6.88806, -0.284509, 
4.75436, 1.71433, 0.989694, 9.21213, -1.03801, 2.41003, -1.15206, 2.09989, 6.97635, 0.306593, 
4.75542, 1.92216, 1.3406, 9.1133, -0.524258, 2.72493, -0.764332, 2.13823, 7.07791, 0.920322, 
4.68545, 2.09733, 1.69978, 9.00609, -0.0484188, 2.91181, -0.397624, 2.21692, 7.19076, 1.51059, 
4.5415, 2.25255, 2.08652, 8.88838, 0.385031, 2.99773, -0.0382546, 2.3365, 7.3237, 2.08857, 
4.32432, 2.39095, 2.49661, 8.76376, 0.739128, 2.999, 0.307237, 2.49612, 7.47767, 2.62019, 
3.99665, 2.53914, 2.98936, 8.61343, 1.0124, 2.93182, 0.685747, 2.72717, 7.67737, 3.1281, 
3.57905, 2.7027, 3.53863, 8.43626, 1.1303, 2.82993, 1.07874, 3.03058, 7.90963, 3.50657, 
3.12195, 2.89182, 4.11836, 8.21947, 1.0732, 2.74476, 1.48073, 3.39921, 8.14854, 3.6834, 
2.66601, 3.1202, 4.73234, 7.92928, 0.858703, 2.71321, 1.91269, 3.84051, 8.36924, 3.63038, 
2.25974, 3.39336, 5.37718, 7.52284, 0.517109, 2.75653, 2.39715, 4.36036, 8.53079, 3.33052, 
1.95385, 3.71156, 6.03676, 6.95311, 0.091246, 2.87612, 2.95942, 4.95979, 8.57167, 2.78644, 
1.79073, 4.07713, 6.67751, 6.1765, -0.364354, 3.05027, 3.62571, 5.62982, 8.40714, 2.03005, 
1.78866, 4.50252, 7.24649, 5.16276, -0.785998, 3.23508, 4.41545, 6.34261, 7.93319, 1.13077, 
1.89111, 4.90962, 7.60899, 4.15476, -1.0575, 3.35438, 5.15181, 6.91583, 7.24287, 0.36616, 
